iter	RMSE
453	1289.031096
454	1288.98698
455	1288.354653
456	1288.222107
457	1287.918192
458	1287.423755
459	1287.088185
460	1286.771268
461	1286.470355
462	1286.029593
463	1285.012178
464	1284.81242
465	1284.662796
466	1284.240584
467	1283.587392
468	1283.291536
469	1282.904427
470	1282.805038
471	1282.65872
472	1281.361596
473	1281.244773
474	1281.039786
475	1280.851144
476	1280.682938
477	1280.35822
478	1280.035357
479	1279.883059
480	1278.625278
481	1278.182396
482	1277.64743
483	1277.263867
484	1275.939697
485	1275.654004
486	1275.175147
487	1274.128896
488	1273.837181
489	1273.794286
490	1273.678476
491	1273.404572
492	1273.125102
493	1272.740497
494	1271.987975
495	1271.729366
496	1271.612383
497	1271.309188
498	1271.074354
499	1270.92833
500	1270.555078
501	1270.326131
502	1270.168356
503	1270.04942
504	1269.936837
505	1269.829366
506	1269.751745
507	1269.519944
508	1269.298445
509	1269.18755
510	1269.142063
511	1268.990235
512	1267.310607
513	1266.269415
514	1266.064127
515	1265.975528
516	1265.451757
517	1264.78052
518	1264.575772
519	1264.378008
520	1263.588885
521	1262.755568
522	1262.561978
523	1262.457512
524	1262.210482
525	1262.098669
526	1261.883972
527	1261.25006
528	1261.110123
529	1260.609502
530	1260.543837
531	1260.250891
532	1260.158398
533	1260.030268
534	1259.249908
535	1258.745477
536	1257.22558
537	1256.798772
538	1256.571485
539	1256.348079
540	1256.201432
541	1255.994818
542	1255.881626
543	1255.672856
544	1255.581164
545	1255.105595
546	1255.033957
547	1254.73823
548	1254.465536
549	1254.056346
550	1253.21718
551	1252.974486
552	1252.944973
553	1252.52273
554	1252.200776
555	1252.073767
556	1251.798499
557	1251.502514
558	1250.846424
559	1250.628028
560	1250.461268
561	1250.324857
562	1250.188417
563	1250.024362
564	1249.831128
565	1249.636595
566	1249.173808
567	1249.049184
568	1248.393058
569	1248.195931
570	1248.082317
571	1246.823018
572	1246.530315
573	1246.216218
574	1245.671644
575	1245.404698
576	1245.261514
577	1244.949076
578	1244.697529
579	1244.429573
580	1244.274308
581	1244.207677
582	1243.894448
583	1243.767797
584	1243.711898
585	1243.450684
586	1243.40719
587	1243.115781
588	1243.007836
589	1242.692557
590	1242.676925
591	1242.525328
592	1242.450058
593	1242.351689
594	1242.341916
595	1242.023842
596	1241.968473
597	1240.237832
598	1239.833393
599	1239.723696
600	1239.1484
601	1239.060025
602	1238.865648
603	1238.639036
604	1238.431679
605	1238.315726
606	1238.022155
607	1237.826637
608	1237.713353
609	1237.59301
610	1237.470392
611	1237.133641
612	1236.108832
613	1235.978237
614	1235.798396
615	1235.568787
616	1235.038593
617	1234.80536
618	1234.638687
619	1234.372499
620	1233.184748
621	1232.917045
622	1232.730206
623	1232.54483
624	1232.187208
625	1232.06458
626	1231.820012
627	1231.592358
628	1231.354707
629	1231.276593
630	1230.90613
631	1230.829684
632	1230.656613
633	1230.634651
634	1230.507744
635	1230.17769
636	1229.950937
637	1229.77643
638	1229.600019
639	1229.363154
640	1229.030368
641	1228.937852
642	1228.77298
643	1228.585559
644	1228.210367
645	1228.164997
646	1227.712389
647	1227.468312
648	1227.27049
649	1226.996067
650	1226.894153
651	1226.677493
652	1226.125975
653	1225.994741
654	1225.756028
655	1225.513369
656	1225.235886
657	1225.066652
658	1224.788894
659	1224.674764
660	1224.577726
661	1224.483632
662	1224.063674
663	1223.871524
664	1223.729305
665	1223.649663
666	1223.294635
667	1223.016781
668	1222.906641
669	1222.83228
670	1222.480919
671	1222.27975
672	1221.968681
673	1221.837385
674	1221.514292
675	1221.315803
676	1220.90784
677	1220.50385
678	1220.422224
679	1220.093734
680	1219.914119
681	1219.748231
682	1219.740473
683	1219.671952
684	1219.636188
685	1219.580638
686	1219.484282
687	1218.944764
688	1218.835509
689	1218.794548
690	1218.694782
691	1218.394601
692	1218.265126
693	1218.098865
694	1217.107818
695	1217.007398
696	1216.94097
697	1216.828406
698	1216.73647
699	1216.646423
700	1216.43178
701	1216.275294
702	1215.764678
703	1215.598624
704	1215.05179
705	1215.025311
706	1214.861119
707	1214.615763
708	1214.373284
709	1213.408732
710	1212.541774
711	1212.423963
712	1212.306231
713	1212.21633
714	1211.116588
715	1210.986293
716	1210.806236
717	1210.748701
718	1210.465585
719	1210.382292
720	1210.320078
721	1210.216711
722	1210.158858
723	1209.96057
724	1209.783585
725	1209.733014
726	1209.600117
727	1209.393855
728	1209.240524
729	1208.57929
730	1208.452196
731	1208.393988
732	1208.273819
733	1208.114761
734	1207.966679
735	1207.869366
736	1207.826362
737	1207.480512
738	1207.247092
739	1207.043296
740	1206.891334
741	1206.624455
742	1206.453047
743	1206.249968
744	1206.228456
745	1206.073599
746	1205.873418
747	1205.761575
748	1205.544458
749	1204.889756
750	1204.798578
751	1204.771351
752	1204.584416
753	1204.395953
754	1203.829867
755	1203.630234
756	1203.52154
757	1203.30456
758	1203.168982
759	1202.943805
760	1202.814774
761	1202.80351
762	1202.681176
763	1202.525099
764	1202.408925
765	1202.042374
766	1201.908569
767	1201.599728
768	1201.531589
769	1201.468478
770	1201.431606
771	1201.385878
772	1201.184952
773	1200.942237
774	1200.832902
775	1200.752186
776	1200.285594
777	1200.067052
778	1199.988763
779	1199.771847
780	1199.493606
781	1199.358281
782	1198.786471
783	1198.748427
784	1198.412806
785	1198.301516
786	1198.119171
787	1197.986891
788	1197.900356
789	1197.703663
790	1197.632883
791	1197.596168
792	1197.590388
793	1197.553748
794	1197.195641
795	1197.030879
796	1196.929668
797	1196.827112
798	1196.802135
799	1196.643239
800	1196.567262
801	1196.398013
802	1196.178726
803	1196.111723
804	1196.047945
805	1195.382956
806	1195.291662
807	1195.194543
808	1195.085746
809	1195.07096
810	1194.857599
811	1194.718228
812	1194.635424
813	1194.514244
814	1194.365016
815	1194.28441
816	1194.220819
817	1194.014604
818	1193.875718
819	1193.668423
820	1193.61878
821	1193.618359
822	1193.393018
823	1193.251498
824	1193.024527
825	1192.844091
826	1192.665216
827	1192.459064
828	1192.33737
829	1192.195235
830	1191.75498
831	1191.683643
832	1191.45588
833	1191.190702
834	1190.894067
835	1190.701278
836	1190.546014
837	1190.539486
838	1190.499617
839	1190.393132
840	1190.322401
841	1189.781793
842	1189.630303
843	1189.570038
844	1189.443299
845	1189.394648
846	1188.842726
847	1188.312877
848	1188.215352
849	1187.928359
850	1187.667791
851	1187.628826
852	1187.527092
853	1187.373817
854	1186.98525
855	1186.90272
856	1186.253892
857	1186.174863
858	1186.105299
859	1186.069311
860	1185.980273
861	1185.822619
862	1185.649071
863	1185.558261
864	1185.31019
865	1185.22421
866	1185.031754
867	1184.977258
868	1184.756043
869	1184.681283
870	1184.538436
871	1184.434712
872	1184.382009
873	1184.29444
874	1183.931137
875	1183.889595
876	1183.803585
877	1183.627413
878	1183.542362
879	1183.42167
880	1183.303336
881	1182.974703
882	1182.759743
883	1182.590716
884	1182.537003
885	1182.392085
886	1182.096043
887	1181.80186
888	1181.717533
889	1181.624774
890	1181.320185
891	1181.255545
892	1181.110416
893	1181.109029
894	1181.072513
895	1180.422267
896	1180.310058
897	1179.634148
898	1179.565574
899	1179.269161
900	1179.127828
901	1179.031615
902	1178.768114
903	1178.623841
904	1178.473739
905	1178.34862
906	1178.28675
907	1178.238548
908	1177.997183
909	1177.993501
910	1177.941132
911	1177.40817
912	1177.258178
913	1177.154369
914	1177.140796
915	1176.850702
916	1176.629666
917	1176.580307
918	1176.530981
919	1176.397346
920	1176.314643
921	1176.218297
922	1176.015419
923	1175.813082
924	1175.740417
925	1175.57874
926	1175.411089
927	1175.232129
928	1175.153535
929	1175.098761
930	1174.984566
931	1174.856869
932	1174.792883
933	1174.75275
934	1174.713301
935	1174.611074
936	1174.454516
937	1174.243956
938	1174.02826
939	1173.919642
940	1173.802765
941	1173.461216
942	1173.31938
943	1173.233239
944	1173.115741
945	1173.074828
946	1173.00209
947	1172.894453
948	1172.562468
949	1172.460215
950	1172.319695
951	1172.293926
952	1172.156051
953	1171.246022
954	1170.953332
955	1170.723664
956	1170.476351
957	1170.364923
958	1170.166844
959	1170.031427
960	1169.949712
961	1169.825027
962	1169.689095
963	1169.66336
964	1169.571638
965	1169.394337
966	1169.298846
967	1169.255935
968	1169.14629
969	1169.012613
970	1168.966834
971	1168.741654
972	1168.63564
973	1168.443802
974	1168.335496
975	1168.240101
976	1168.022762
977	1167.871662
978	1167.753686
979	1167.702307
980	1167.648611
981	1167.512347
982	1167.37433
983	1167.257536
984	1167.130751
985	1167.05147
986	1166.98129
987	1166.943889
988	1166.717927
989	1166.569565
990	1166.507802
991	1166.457638
992	1166.021994
993	1165.922729
994	1165.852033
995	1165.349042
996	1165.017445
997	1164.806933
998	1164.657697
999	1164.413932
