iter	RMSE
294	271756.1191
295	271734.8834
296	271610.4272
297	271494.4011
298	271399.7944
299	271182.7916
300	271075.7088
301	271028.564
302	270865.5321
303	270769.2803
304	270608.5754
305	270028.3415
306	269885.8104
307	269776.5957
308	269678.3048
309	269488.8317
310	269386.786
311	269270.4753
312	269170.664
313	268933.149
314	268615.7697
315	268520.4436
316	267813.0381
317	267748.3437
318	267676.1917
319	267387.9966
320	267333.8413
321	267086.5007
322	266969.0513
323	266886.2927
324	266806.2838
325	266712.58
326	266430.4267
327	266354.3135
328	266229.8528
329	266018.4999
330	265913.7012
331	265886.2025
332	265762.6585
333	265652.2851
334	265483.1781
335	265349.7477
336	265196.9493
337	264869.6834
338	264731.2384
339	264682.0919
340	264603.7703
341	264456.6825
342	264403.0626
343	264297.594
344	264155.3199
345	263947.825
346	263828.9758
347	263766.0239
348	263689.2998
349	262966.7285
350	262867.1653
351	262558.2585
352	262499.7312
353	262458.3068
354	262390.664
355	262315.7482
356	262204.808
357	262096.3581
358	261967.2021
359	261902.6309
360	261845.2955
361	261744.1196
362	261691.7133
363	261608.736
364	261570.2752
365	260966.4621
366	260896.3823
367	260709.2381
368	260663.5034
369	260614.0173
370	260560.0733
371	260136.1705
372	260048.7354
373	259457.6834
374	259355.8773
375	259284.5489
376	259237.0255
377	259128.1571
378	259073.6509
379	258787.7097
380	258703.3333
381	258666.1474
382	258607.7602
383	258404.8544
384	258314.3258
385	258275.2076
386	258043.4421
387	257963.3293
388	257860.6148
389	257751.9602
390	257721.9087
391	257680.4594
392	257618.1188
393	257068.7592
394	256904.6095
395	256848.908
396	256806.8875
397	256595.8608
398	256541.1167
399	256495.688
400	256287.1529
401	256171.3753
402	256039.372
403	255841.3902
404	255428.6758
405	255359.191
406	255103.2227
407	255050.8913
408	254996.1332
409	254909.1104
410	254883.2678
411	254742.4972
412	254602.2812
413	254555.3434
414	254521.4613
415	254481.2215
416	254433.5449
417	254287.5023
418	254254.421
419	254129.8061
420	253993.5178
421	253934.1662
422	253877.4041
423	253829.5573
424	253717.9431
425	253647.1474
426	253557.7709
427	253501.0691
428	253467.2735
429	253417.3691
430	253351.086
431	253297.7825
432	253207.9309
433	252861.8225
434	252801.7065
435	252586.6378
436	252546.4972
437	252463.0677
438	252333.6844
439	252299.2226
440	252016.6366
441	251876.6379
442	251763.0412
443	251526.7375
444	251444.8417
445	251387.9225
446	251355.1505
447	251291.7878
448	251221.2887
449	250947.682
450	250908.8483
451	250822.9308
452	250754.7617
453	250711.9711
454	250674.4294
455	250641.9824
456	250544.7888
457	250175.3006
458	250084.9888
459	250028.8426
460	249980.2522
461	249955.7453
462	249528.1706
463	249426.7243
464	249394.1554
465	249382.0388
466	249351.6422
467	249264.354
468	249133.407
469	249079.6628
470	248931.9929
471	248562.0686
472	248482.2906
473	248381.7038
474	248326.9474
475	248219.1218
476	248145.0553
477	247876.9693
478	247855.9266
479	247679.8315
480	247601.1377
481	247563.4734
482	247537.2396
483	247479.5413
484	247409.1428
485	247352.3575
486	247287.6586
487	247229.9385
488	247167.0072
489	247117.7964
490	247017.4842
491	246933.7997
492	246847.9728
493	246801.9459
494	246776.0162
495	246165.0599
496	246108.4922
497	246069.8464
498	246023.2155
499	245925.2199
500	245879.6387
501	245854.9571
502	245823.657
503	245593.8867
504	245550.794
505	245302.7924
506	245248.5601
507	245193.4172
508	245130.4798
509	245059.4152
510	245009.4118
511	244967.9397
512	244670.9771
513	244627.1677
514	244570.4874
515	244528.423
516	244507.1892
517	244453.4198
518	244392.0225
519	244322.5837
520	244277.9706
521	244253.7419
522	244032.7023
523	243777.5401
524	243736.5078
525	243727.594
526	243682.3859
527	243407.9318
528	243370.4556
529	243331.6268
530	243250.9388
531	243188.2858
532	243105.8171
533	243066.7896
534	243017.6652
535	242979.5665
536	242847.4074
537	242787.3441
538	242719.7896
539	242103.6255
540	242064.6335
541	241947.7314
542	241921.2698
543	241871.2719
544	241798.1598
545	241734.0446
546	241679.1243
547	241577.9233
548	241536.6221
549	241523.1567
550	241493.7954
551	241452.8662
552	241406.0316
553	241381.2854
554	241358.0209
555	241137.8339
556	241082.4537
557	241046.6545
558	241004.9684
559	240965.0634
560	240929.5699
561	240842.8447
562	240816.954
563	240771.9353
564	240709.2595
565	240684.1002
566	240626.254
567	240599.4942
568	240576.5455
569	240551.1492
570	240534.5695
571	240480.7647
572	240221.0434
573	240167.0471
574	240123.6134
575	240103.9918
576	240055.2069
577	239796.0566
578	239741.0305
579	239716.4046
580	239698.2616
581	239632.4818
582	239581.7457
583	239548.0099
584	239516.7216
585	239469.0926
586	239441.9169
587	239297.7418
588	239275.6453
589	239253.8421
590	239063.4347
591	238989.1772
592	238961.9485
593	238600.007
594	238573.5819
595	238562.8152
596	238476.917
597	238419.7684
598	238367.3538
599	238220.0045
600	238184.0353
601	238153.3715
602	238132.4965
603	238098.6001
604	237992.9014
605	237875.0721
606	237853.32
607	237815.4114
608	237777.0204
609	237738.7809
610	237691.9953
611	237637.2012
612	237418.8084
613	237354.4332
614	237307.7818
615	237240.6886
616	237213.1276
617	237181.2995
618	237149.652
619	236942.1186
620	236928.2994
621	236895.7192
622	236855.275
623	236823.6549
624	236687.3999
625	236633.9955
626	236615.2238
627	236584.9778
628	236574.5241
629	236556.3536
630	236537.1758
631	236441.5763
632	236312.4529
633	236278.4458
634	236244.9772
635	236230.9102
636	236020.0287
637	235993.3914
638	235933.5391
639	235864.8826
640	235842.379
641	235796.7621
642	235335.5642
643	235266.2542
644	235242.9204
645	235229.8402
646	235113.2692
647	235037.9998
648	234963.8253
649	234930.7642
650	234850.5166
651	234832.1384
652	234755.9591
653	234727.6868
654	234702.4541
655	234645.8097
656	234600.4626
657	234560.4307
658	234548.819
659	234393.0401
660	234274.3877
661	233954.9409
662	233900.6316
663	233785.2147
664	233758.993
665	233727.7131
666	233713.7456
667	233666.5148
668	233569.2703
669	233529.2917
670	233496.9785
671	233476.6783
672	233468.4348
673	233452.8731
674	233446.4559
675	233401.619
676	233255.5539
677	232932.5117
678	232914.1424
679	232884.6992
680	232857.3547
681	232820.4962
682	232754.615
683	232722.6268
684	232692.4424
685	232665.7683
686	232442.9707
687	232411.3418
688	232392.3821
689	232285.2814
690	232264.8762
691	232236.3042
692	232186.2913
693	232131.4241
694	232108.6678
695	232071.1906
696	232013.3405
697	231992.9831
698	231956.9502
699	231940.1575
700	231919.1574
701	231896.516
702	231873.9342
703	231867.5065
704	231849.6937
705	231837.7531
706	231813.6699
707	231796.3566
708	231702.5217
709	231676.7112
710	231616.282
711	231593.1293
712	231576.1218
713	231557.8097
714	231538.8806
715	231524.6501
716	231489.9428
717	231454.927
718	231398.0864
719	231365.3921
720	231308.2413
721	231281.4436
722	231274.3707
723	231241.9086
724	231203.3528
725	231158.9488
726	231148.6299
727	231019.2591
728	230964.6496
729	230959.0601
730	230930.4089
731	230906.6393
732	230881.8065
733	230843.2999
734	230679.9166
735	230511.8067
736	230466.7667
737	230460.1958
738	230410.0062
739	230406.4528
740	230147.9315
741	230008.687
742	229955.1472
743	229907.2528
744	229888.2075
745	229833.2982
746	229808.9362
747	229758.9468
748	229739.2193
749	229689.7021
750	229611.1149
751	229578.0768
752	229560.7016
753	229491.5554
754	229480.5317
755	229472.2506
756	229442.6302
757	229411.9018
758	229302.8579
759	229270.9728
760	229241.2121
761	229026.9761
762	228985.5286
763	228962.4961
764	228909.5754
765	228882.3679
766	228785.9963
767	228633.0331
768	228609.7895
769	228485.7417
770	228481.2061
771	228431.3334
772	228402.4185
773	228381.4311
774	228359.2921
775	228334.7805
776	228309.8769
777	228282.715
778	228185.7178
779	228167.0984
780	228086.0179
781	228010.2308
782	227961.8632
783	227890.8544
784	227873.6483
785	227842.9004
786	227814.4789
787	227780.5913
788	227728.9621
789	227703.1952
790	227574.7668
791	227542.5725
792	227457.238
793	227436.0228
794	227413.699
795	227391.2123
796	227303.2829
797	227268.4683
798	227253.9304
799	227224.3047
800	227102.9197
801	227068.0882
802	227048.2555
803	227004.2666
804	226949.2641
805	226870.8858
806	226855.5553
807	226812.7817
808	226755.2087
809	226724.9351
810	226708.1963
811	226685.3893
812	226615.6163
813	226594.2534
814	226567.3001
815	226553.4293
816	226527.9843
817	226500.5845
818	226474.8992
819	226468.2777
820	226445.9513
821	226422.6679
822	226388.2103
823	226344.5289
824	226307.6399
825	226290.3126
826	226285.5213
827	226261.6964
828	226142.3481
829	226120.5306
830	226094.9353
831	226080.4071
832	226047.8498
833	226039.4108
834	225989.7306
835	225934.153
836	225870.4822
837	225847.132
838	225832.3768
839	225812.6347
840	225770.6507
841	225685.0472
842	225660.8054
843	225622.8822
844	225593.5972
845	225574.5097
846	225551.099
847	225504.4919
848	225470.5197
849	225441.7181
850	225407.37
851	225372.0294
852	225334.097
853	225319.1257
854	225269.1382
855	225254.3955
856	225234.0462
857	225203.4589
858	225176.9489
859	225154.3146
860	225127.4014
861	225085.3351
862	225066.2202
863	225047.3464
864	224857.0622
865	224832.2537
866	224814.6569
867	224775.3119
868	224727.2636
869	224702.7829
870	224662.6768
871	224616.8939
872	224591.243
873	224561.1798
874	224530.2345
875	224477.9317
876	224466.1456
877	224459.8779
878	224437.8086
879	224417.877
880	224395.477
881	224345.5161
882	224335.5903
883	224313.5368
884	224308.3972
885	224287.7821
886	224238.0466
887	224219.1014
888	224174.2318
889	224098.2333
890	224016.3938
891	223989.3199
892	223966.7508
893	223927.5285
894	223819.8204
895	223784.7769
896	223767.6138
897	223765.0227
898	223723.4265
899	223709.8632
900	223698.6668
901	223661.582
902	223644.8821
903	223592.314
904	223554.0792
905	223511.4796
906	223445.7061
907	223393.7274
908	223367.5505
909	223351.6644
910	223267.2062
911	223255.5918
912	223210.2218
913	223194.3934
914	223121.7897
915	223057.467
916	223043.8012
917	223024.2072
918	223011.4507
919	222991.6038
920	222947.5853
921	222929.1235
922	222923.3507
923	222909.9233
924	222895.1059
925	222889.0652
926	222858.8374
927	222847.1249
928	222835.4167
929	222817.5934
930	222783.3412
931	222774.1021
932	222719.0834
933	222706.6253
934	222619.9788
935	222547.2668
936	222503.065
937	222461.627
938	222411.9705
939	222384.2155
940	222355.2629
941	222298.854
942	222264.8132
943	222247.4516
944	222219.7545
945	222201.968
946	222161.2466
947	222133.1903
948	222110.8172
949	222063.5791
950	222042.8786
951	222021.1028
952	221986.1738
953	221960.1694
954	221935.7884
955	221892.6416
956	221881.0617
957	221859.9461
958	221848.81
959	221819.139
960	221810.7262
961	221771.5457
962	221742.7786
963	221697.4974
964	221673.7834
965	221546.6437
966	221501.3339
967	221466.6948
968	221436.3804
969	221423.8247
970	221399.175
971	221331.2663
972	221318.998
973	221292.1432
974	221275.4523
975	221243.6006
976	221205.9341
977	221168.3481
978	221142.0602
979	221133.0867
980	221111.734
981	221088.2685
982	221077.8964
983	221043.8233
984	220958.1054
985	220927.2076
986	220896.9361
987	220879.4406
988	220851.3476
989	220841.3927
990	220822.7523
991	220680.6982
992	220658.786
993	220642.8337
994	220587.8815
995	220568.5514
996	220551.8731
997	220515.7392
998	220490.0317
999	220486.8092
