iter	RMSE
323	2227.418526
324	2226.668353
325	2219.57786
326	2218.241157
327	2213.485244
328	2212.296479
329	2211.544044
330	2205.517013
331	2199.37317
332	2195.58364
333	2194.713827
334	2192.811946
335	2191.0026
336	2184.42831
337	2179.171735
338	2178.805714
339	2176.017462
340	2172.941409
341	2171.453119
342	2167.624304
343	2166.585351
344	2164.855106
345	2164.712499
346	2161.559644
347	2158.255482
348	2156.671805
349	2153.53814
350	2152.279439
351	2150.774851
352	2149.133864
353	2148.049813
354	2146.445992
355	2145.239599
356	2142.745366
357	2136.852801
358	2131.918745
359	2129.338629
360	2128.342954
361	2125.606707
362	2123.641956
363	2122.664382
364	2121.524257
365	2116.953589
366	2115.339801
367	2114.303907
368	2113.196567
369	2111.779605
370	2109.944232
371	2108.513592
372	2107.600901
373	2103.072247
374	2101.853494
375	2100.92926
376	2091.909929
377	2090.204048
378	2087.938376
379	2086.542295
380	2084.792687
381	2081.96569
382	2080.487585
383	2078.486439
384	2077.969575
385	2076.94288
386	2075.487441
387	2073.874454
388	2072.769967
389	2071.790516
390	2069.956964
391	2069.581049
392	2068.872381
393	2068.369871
394	2067.814742
395	2065.380529
396	2064.463859
397	2063.428183
398	2062.439387
399	2062.096684
400	2060.187197
401	2058.775524
402	2057.444723
403	2053.814904
404	2053.086205
405	2052.235705
406	2051.773491
407	2050.93309
408	2050.638705
409	2049.639756
410	2049.360676
411	2047.550914
412	2046.31949
413	2045.61522
414	2044.053953
415	2042.787321
416	2042.721556
417	2042.07334
418	2041.532941
419	2038.276957
420	2036.480331
421	2035.042887
422	2034.595364
423	2034.150585
424	2033.112426
425	2032.745787
426	2031.302421
427	2030.155144
428	2029.575632
429	2029.519082
430	2028.164976
431	2027.80473
432	2027.352906
433	2026.311994
434	2025.929173
435	2024.668508
436	2016.682432
437	2016.181193
438	2016.109497
439	2014.915247
440	2011.264542
441	2009.732623
442	2008.738
443	2007.923852
444	2007.492353
445	2007.237682
446	2006.280141
447	2005.521579
448	2005.181476
449	2003.519415
450	2001.950179
451	2001.90493
452	2001.067047
453	2000.723369
454	1999.606737
455	1999.42247
456	1998.780836
457	1998.737747
458	1998.319612
459	1997.403581
460	1996.898483
461	1996.580212
462	1995.558875
463	1994.583755
464	1994.16299
465	1993.037548
466	1992.242331
467	1991.592429
468	1987.889827
469	1985.628388
470	1985.110472
471	1984.919596
472	1981.361821
473	1981.043524
474	1979.73084
475	1979.257686
476	1978.259315
477	1977.751744
478	1977.333256
479	1976.970637
480	1976.358821
481	1976.132857
482	1974.744373
483	1974.371001
484	1973.871776
485	1973.688276
486	1973.216102
487	1972.937847
488	1972.659585
489	1969.90392
490	1969.416919
491	1969.133214
492	1968.434148
493	1967.891573
494	1967.448836
495	1966.827251
496	1966.281941
497	1965.44616
498	1964.703731
499	1964.119337
500	1960.97966
501	1960.107513
502	1953.118022
503	1952.447565
504	1950.56333
505	1949.997631
506	1949.397923
507	1948.80491
508	1947.975865
509	1947.774444
510	1947.366779
511	1946.714079
512	1945.955116
513	1945.386594
514	1944.178279
515	1943.430472
516	1942.784741
517	1941.667532
518	1940.722786
519	1940.574929
520	1940.239877
521	1939.801472
522	1937.982025
523	1936.906838
524	1935.83367
525	1935.190728
526	1934.652391
527	1933.722921
528	1932.009554
529	1931.228384
530	1930.608498
531	1929.975581
532	1929.49591
533	1928.726415
534	1928.231163
535	1926.855356
536	1926.557752
537	1926.106614
538	1925.781451
539	1925.020259
540	1923.433951
541	1923.086237
542	1921.703997
543	1921.157527
544	1920.912402
545	1919.61767
546	1919.064295
547	1912.182445
548	1911.616879
549	1910.733375
550	1908.468031
551	1908.070775
552	1906.273342
553	1905.777259
554	1904.399061
555	1902.815948
556	1901.669205
557	1901.255732
558	1900.681148
559	1899.844708
560	1899.219817
561	1898.406373
562	1897.93277
563	1897.132655
564	1896.760405
565	1895.680589
566	1895.029718
567	1894.316841
568	1893.225722
569	1892.845375
570	1892.122325
571	1891.325618
572	1890.270564
573	1885.937384
574	1885.320334
575	1884.600976
576	1884.137184
577	1884.055534
578	1883.384525
579	1882.961698
580	1882.695389
581	1882.408513
582	1880.562413
583	1880.096114
584	1879.17888
585	1876.579874
586	1876.029045
587	1874.620416
588	1873.707788
589	1872.89386
590	1872.575449
591	1872.381409
592	1872.193273
593	1872.083456
594	1871.912716
595	1871.415531
596	1870.592064
597	1869.205138
598	1862.590243
599	1862.260853
600	1861.792098
601	1859.692395
602	1858.662309
603	1857.872996
604	1857.685798
605	1857.207831
606	1856.793714
607	1856.619491
608	1856.026112
609	1855.355156
610	1853.332563
611	1852.978147
612	1852.473098
613	1851.033577
614	1850.115176
615	1849.721884
616	1849.376462
617	1848.935164
618	1848.636158
619	1848.04582
620	1847.468147
621	1847.182272
622	1846.919926
623	1846.478485
624	1845.858567
625	1845.603727
626	1845.221366
627	1844.640731
628	1844.082477
629	1843.767633
630	1843.029302
631	1842.823687
632	1842.447187
633	1841.523521
634	1838.223802
635	1837.911632
636	1837.69308
637	1837.15316
638	1836.652097
639	1836.593875
640	1836.029248
641	1835.765052
642	1835.523937
643	1834.806277
644	1834.649531
645	1834.525703
646	1834.198409
647	1834.055901
648	1831.365619
649	1831.058965
650	1831.022056
651	1824.524163
652	1818.29295
653	1817.870393
654	1817.394864
655	1817.022617
656	1815.408883
657	1813.753948
658	1813.040317
659	1811.262771
660	1810.274706
661	1806.486624
662	1805.644587
663	1805.278438
664	1804.358744
665	1803.699672
666	1803.168569
667	1797.316075
668	1796.987221
669	1796.042171
670	1795.757285
671	1795.166733
672	1794.771343
673	1794.431924
674	1794.096382
675	1793.81756
676	1793.683672
677	1792.202788
678	1792.006809
679	1791.695243
680	1791.530832
681	1787.246634
682	1786.62093
683	1784.107884
684	1782.329408
685	1781.886845
686	1781.595597
687	1781.337214
688	1779.20729
689	1778.624318
690	1778.081176
691	1777.675382
692	1776.764671
693	1776.390025
694	1775.813538
695	1775.537531
696	1774.236739
697	1774.117682
698	1773.120458
699	1772.935146
700	1772.673106
701	1772.569479
702	1772.534931
703	1772.214427
704	1772.130364
705	1771.62308
706	1771.364393
707	1770.635191
708	1770.298321
709	1770.1186
710	1769.715573
711	1769.604085
712	1769.29719
713	1768.883083
714	1768.634409
715	1768.48714
716	1768.243286
717	1767.416597
718	1765.920857
719	1765.494591
720	1764.997988
721	1764.623826
722	1764.414067
723	1763.802161
724	1763.528472
725	1763.15208
726	1762.896185
727	1762.466922
728	1761.944441
729	1761.718435
730	1761.485249
731	1760.586277
732	1759.523783
733	1759.340439
734	1758.967844
735	1758.773332
736	1758.608909
737	1758.467875
738	1758.27762
739	1757.342633
740	1757.018924
741	1756.618969
742	1756.355679
743	1756.103355
744	1755.902916
745	1755.280679
746	1754.817749
747	1754.583391
748	1754.421548
749	1754.195176
750	1754.039525
751	1753.85938
752	1753.68454
753	1753.400756
754	1753.122843
755	1747.762733
756	1747.549388
757	1746.831334
758	1746.671556
759	1746.128573
760	1745.674091
761	1744.693412
762	1744.618498
763	1744.267713
764	1744.052427
765	1743.231964
766	1743.099042
767	1742.93405
768	1740.802301
769	1740.15597
770	1739.986414
771	1739.488436
772	1739.345133
773	1738.244946
774	1737.889288
775	1737.408552
776	1737.268088
777	1736.840771
778	1736.177852
779	1735.728589
780	1735.141723
781	1734.584011
782	1734.401492
783	1733.586798
784	1733.32131
785	1732.752374
786	1732.574427
787	1732.266692
788	1731.895731
789	1731.613129
790	1731.574257
791	1731.270151
792	1730.885806
793	1730.85908
794	1730.470127
795	1730.000426
796	1727.018592
797	1726.932121
798	1726.54915
799	1721.465394
800	1721.26907
801	1720.830229
802	1720.550527
803	1720.460504
804	1720.325111
805	1715.410866
806	1715.103089
807	1714.592621
808	1714.537975
809	1713.601468
810	1713.305343
811	1712.794849
812	1712.512139
813	1712.08531
814	1711.987059
815	1711.39285
816	1711.271706
817	1711.029995
818	1710.750283
819	1710.354561
820	1709.856427
821	1709.746072
822	1708.479153
823	1708.220786
824	1707.625524
825	1707.394199
826	1706.92156
827	1706.557486
828	1705.984546
829	1705.581676
830	1705.135976
831	1704.933482
832	1704.429398
833	1703.860401
834	1703.655843
835	1703.303321
836	1702.963092
837	1701.977957
838	1700.909488
839	1700.602453
840	1700.409799
841	1700.021662
842	1699.821378
843	1699.622213
844	1699.21692
845	1699.101686
846	1698.884279
847	1698.455015
848	1698.068631
849	1697.577788
850	1696.693852
851	1696.385503
852	1696.188851
853	1696.020455
854	1695.684355
855	1695.650941
856	1695.151626
857	1695.103449
858	1694.86931
859	1694.362612
860	1693.960566
861	1693.522517
862	1693.258045
863	1692.962883
864	1691.168101
865	1690.934103
866	1690.71206
867	1690.625219
868	1690.455665
869	1689.376903
870	1689.121635
871	1688.819027
872	1688.415418
873	1687.985437
874	1687.488706
875	1687.282961
876	1686.788256
877	1686.55037
878	1686.313971
879	1686.093177
880	1685.797538
881	1685.36154
882	1685.015468
883	1684.821616
884	1684.515932
885	1684.162215
886	1684.033876
887	1683.820433
888	1683.218305
889	1682.983976
890	1682.748925
891	1682.358748
892	1680.995273
893	1680.481755
894	1680.053181
895	1679.920209
896	1679.8247
897	1679.751539
898	1679.409862
899	1679.155588
900	1678.929276
901	1677.34501
902	1677.238119
903	1676.921434
904	1676.750031
905	1676.679736
906	1675.602741
907	1675.376872
908	1675.17443
909	1674.992804
910	1673.565332
911	1673.336784
912	1673.207736
913	1672.273022
914	1672.098553
915	1671.988951
916	1671.608615
917	1671.004299
918	1670.824599
919	1670.42005
920	1670.324918
921	1669.794149
922	1669.372514
923	1669.107731
924	1668.966458
925	1668.834318
926	1668.617217
927	1668.533274
928	1668.452557
929	1668.362798
930	1668.202756
931	1667.863338
932	1667.610087
933	1667.423576
934	1666.741711
935	1666.320967
936	1665.929018
937	1665.417976
938	1665.100938
939	1665.086846
940	1664.76897
941	1664.637708
942	1664.600759
943	1664.301282
944	1664.183089
945	1664.020698
946	1663.593628
947	1663.289325
948	1663.254491
949	1663.177152
950	1659.575522
951	1659.393307
952	1657.859033
953	1654.022022
954	1653.82378
955	1653.526002
956	1653.421964
957	1653.243923
958	1652.728894
959	1652.571465
960	1652.402322
961	1650.710054
962	1650.510753
963	1650.300583
964	1650.175487
965	1649.722547
966	1649.485643
967	1649.364394
968	1649.148588
969	1647.30095
970	1647.021092
971	1646.742086
972	1646.481687
973	1646.186811
974	1645.961147
975	1645.841852
976	1645.8229
977	1645.686615
978	1644.920157
979	1644.701199
980	1644.520416
981	1644.214676
982	1644.170459
983	1643.980758
984	1643.785476
985	1643.396449
986	1643.136703
987	1642.9423
988	1642.793649
989	1642.477838
990	1640.727548
991	1640.505084
992	1640.304889
993	1639.968716
994	1639.755021
995	1639.530135
996	1639.419516
997	1639.197532
998	1638.968162
999	1638.569968
